web-scraper-order,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links-href,insta_link-href
1708354289-1738,Nidhi Kohli,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2305416649.jpg,Music,47614.0,0.17%,1341.0,73.0,6.0,,,,,,https://www.instagram.com/nidhikohli9
1708354296-1739,Kaivee Maan -,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1977354241.jpg,Music,47625.0,0.04%,256.0,20.0,0.0,,,,,,https://www.instagram.com/kaivee_maan
1708354302-1740,Yeshua Ministries,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2881046450.jpg,Music,47831.0,2.54%,24769.0,1209.0,4.0,,,,,,https://www.instagram.com/yeshuaministries
1708354309-1741,Subhendu Mondal,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1917946956.jpg,Music,47920.0,0.84%,12880.0,401.0,3.0,,,,,,https://www.instagram.com/papansubhendu
1708354315-1742,Shubham 🕊️,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45093572085.jpg,Music,47998.0,7.02%,44468.0,3360.0,10.0,,,,,,https://www.instagram.com/shubham_dz1
1708354321-1743,Vaibhav Goel,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7172082309.jpg,Music,48245.0,0.78%,4432.0,373.0,0.0,,,,,,https://www.instagram.com/vibhuwrites_
1708354328-1744,SHADDY DANNY,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/432858098.jpg,Music,48248.0,1.63%,2072.0,776.0,11.0,,,,,,https://www.instagram.com/shaddydanny
1708354334-1745,Subhadeep Das Chowdhury,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4977318589.jpg,Music,48335.0,14.25%,84981.0,6790.0,98.0,90200.0,438096.0,21622975.0,75.0,https://www.youtube.com/channel/UChoz_YMUL5Mqx-KqXmj8Xuw,https://www.instagram.com/subhadeepdas_official
1708354340-1746,Anupriya Lakhawat,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1628071246.jpg,Music,48424.0,0.92%,6891.0,436.0,7.0,447000.0,1160128.0,115248584.0,100.0,https://www.youtube.com/channel/UCcSAFT7lqS_mLOE0BS8nimQ,https://www.instagram.com/anupriya_lakhawat
1708354347-1747,Titu Singh Nath(Sujata),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1152953501.jpg,Music,48473.0,1.17%,1990.0,561.0,6.0,,,,,,https://www.instagram.com/sujatasinghofficial
1708354354-1748,Stacy Remruat,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/36598561097.jpg,Music,48521.0,18.20%,49141.0,8703.0,125.0,110000.0,221216.0,11160028.0,42.0,https://www.youtube.com/channel/UCHebpm39yn1C-d00dbe34xA,https://www.instagram.com/stacypunte
1708354360-1749,Varun Nair,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2105827941.jpg,Music,48525.0,0.88%,9495.0,411.0,13.0,,,,,,https://www.instagram.com/varun
1708354366-1750,Kailash chandra Suthar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/46668541183.jpg,Music,48586.0,1.92%,9357.0,927.0,5.0,,,,,,https://www.instagram.com/jaldevi_hd_music
1708354373-1751,Anurag Verma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/21614961704.jpg,Music,48633.0,3.55%,9343.0,1666.0,60.0,,,,,,https://www.instagram.com/anurag_vermaa__
1708354379-1752,"""Khantiya"" 💉",https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/35770607097.jpg,Music,48643.0,2.44%,11012.0,1173.0,12.0,,,,,,https://www.instagram.com/babbumaan.ishq
1708354386-1753,Tabish Pasha,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1499121118.jpg,Music,48774.0,2.19%,120713.0,996.0,69.0,,,,,,https://www.instagram.com/tabish_pasha
1708354392-1754,Bhavik_Gajjar   -   	ᴛʜᴇ ᴏᴄᴛᴀʙᴏʏ😎,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8254439089.jpg,Music,48882.0,42.06%,212044.0,20428.0,130.0,461000.0,478860.0,82941134.0,172.0,https://www.youtube.com/channel/UCyQMsqGl4zLY255p1FaYLNA,https://www.instagram.com/bhavik_gajjar2810
1708354398-1755,💙...𝗩𝗝...💙‍,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/32579809999.jpg,Music,48966.0,0.47%,7010.0,230.0,0.0,,,,,,https://www.instagram.com/love_song_beatz_
1708354405-1756,Aariz M,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/315662864.jpg,Music,48983.0,3.22%,120108.0,1557.0,19.0,174000.0,537593.0,38729766.0,177.0,https://www.youtube.com/channel/UC2_VrDHrDEZ-AU0gEsKbUfw,https://www.instagram.com/aarizsaiyed
1708354412-1757,Venkata Chaitanya Gannavarapu,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1572556399.jpg,Music,49040.0,3.67%,30316.0,1779.0,18.0,,,,,,https://www.instagram.com/chay_duggu
1708354419-1758,Sandeep Narayan,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1839066.jpg,Music,49142.0,1.17%,35501.0,566.0,8.0,26000.0,168453.0,3285821.0,34.0,https://www.youtube.com/channel/UC3yG8NepUja34UWoZvNCjiQ,https://www.instagram.com/sandeepnarayan
1708354426-1759,Ananya Bhaskar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1700617787.jpg,Music,49214.0,3.70%,61423.0,1810.0,13.0,,,,,,https://www.instagram.com/ananya.bhaskar.7
1708354432-1760,Abir Biswas,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3202014487.jpg,Music,49254.0,2.50%,8252.0,1207.0,24.0,,,,,,https://www.instagram.com/theabirbiswas
1708354439-1761,Zubeen Da Rock [ZDR],https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6799649989.jpg,Music,49400.0,1.43%,11813.0,695.0,10.0,,,,,,https://www.instagram.com/zubeendarock
1708354445-1762,Gourab Sarkar (গৌরব সরকার),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1507508906.jpg,Music,49465.0,0.32%,2300.0,150.0,6.0,19500.0,18754.0,1861621.0,197.0,https://www.youtube.com/channel/UCzEHwdDaVMvIMDVjeTyekuQ,https://www.instagram.com/gourabsarkarmusic
1708354451-1763,Suraj Jesudhan,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1407022141.jpg,Music,49489.0,0.69%,4420.0,330.0,13.0,,,,,,https://www.instagram.com/surajlovesmusic
1708354457-1764,Hareshdan Gadhavi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7576076511.jpg,Music,49527.0,1.66%,40056.0,816.0,4.0,14600.0,10864.0,1574548.0,32.0,https://www.youtube.com/channel/UCj0jLVWvTith_8LUjSyT63A,https://www.instagram.com/hareshdan_gadhavi_official
1708354464-1765,❥ ɢᴜʟᴢᴀᴀʀ ᴄʜʜᴀɴɪᴡᴀʟᴀ,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/46722917474.jpg,Music,49545.0,1.07%,5131.0,526.0,3.0,,,,,,https://www.instagram.com/team_gulzaar_fan_page
1708354470-1766,𝗣𝗿𝗮𝘃𝗶𝗻,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5469031086.jpg,Music,49602.0,0.10%,642.0,43.0,4.0,,,,,,https://www.instagram.com/pravinmusic
1708354485-1767,HOT MEMEZ WORLD,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/50544762688.jpg,Comedy,44935.0,0.92%,57528.0,392.0,21.0,,,,,,https://www.instagram.com/hotmemezworld
1708354492-1768,Kshitij.,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/19321535233.jpg,Comedy,44937.0,2.55%,17368.0,1132.0,14.0,,,,,,https://www.instagram.com/theytmemer
1708354498-1769,PATTEM RAVINDAR,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8017696158.jpg,Comedy,44957.0,0.28%,5478.0,123.0,2.0,,,,,,https://www.instagram.com/teluguletestall
1708354504-1770,Akash Gaurav Singh,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1438850077.jpg,Comedy,44961.0,1.75%,27097.0,740.0,43.0,27000.0,5478.0,3890836.0,73.0,https://www.youtube.com/channel/UC9vjeydKTDgTCqD7_ZtmrtQ,https://www.instagram.com/passionjaade
1708354511-1771,News | Memes | Entertainment,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8067367580.jpg,Comedy,45228.0,0.01%,4055.0,3.0,0.0,,,,,,https://www.instagram.com/hunkymedia
1708354518-1772,Sahil chandel,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6158103689.jpg,Comedy,45357.0,5.21%,28599.0,2336.0,28.0,,,,,,https://www.instagram.com/_tundacomedy
1708354524-1773,The Sarcasm Says,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6802385976.jpg,Comedy,45406.0,1.09%,5896.0,491.0,4.0,,,,,,https://www.instagram.com/thesarcasmsays
1708354530-1774,kaylee_ruth76,,Comedy,45509.0,0.82%,,365.0,5.0,13800.0,2474.0,837211.0,48.0,https://www.youtube.com/channel/UC37TYW2J9rfjdh7pmXPb_dw,https://www.instagram.com/kaylee_ruth76
1708354537-1775,Cinema Psycho,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/10916356826.jpg,Comedy,45531.0,3.98%,76982.0,1799.0,11.0,,,,,,https://www.instagram.com/cinemapsychooo
1708354543-1776,Bhakar Bhole,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6618307535.jpg,Comedy,45571.0,1.55%,12722.0,695.0,11.0,,,,,,https://www.instagram.com/shrawan.bhakar
1708354550-1777,Radhika Sharma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/49943867077.jpg,Comedy,45657.0,3.96%,112435.0,1652.0,156.0,,,,,,https://www.instagram.com/super.balika
1708354556-1778,शिवम् Dubey 🇮🇳 100k,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3051433922.jpg,Comedy,45790.0,1.79%,126695.0,802.0,15.0,,,,,,https://www.instagram.com/shivamtweets_
1708354563-1779,𝐋𝐢𝐲𝐚 𝐌𝐚𝐭𝐡𝐞𝐰,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2336782352.jpg,Comedy,45806.0,7.15%,65909.0,3244.0,31.0,,,,,,https://www.instagram.com/liya_matheww
1708354570-1780,Shivam Trivedi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/428057000.jpg,Comedy,45882.0,6.62%,181983.0,2993.0,43.0,1180000.0,1233218.0,159712153.0,335.0,https://www.youtube.com/channel/UCdJWSUcim5IfrGW-f0RPPlQ,https://www.instagram.com/shivam3vedi
1708354576-1781,🇳​​​​​🇮​​​​​🇰​​​​​🇭​​​​​🇮​​​​​🇱​​​​​,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/23138380808.jpg,Comedy,46076.0,0.01%,10567.0,3.0,2.0,,,,,,https://www.instagram.com/sarcasticnikku
1708354582-1782,⚔️ KTV ⚔️,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48905063236.jpg,Comedy,46193.0,0.01%,703.0,2.0,0.0,,,,,,https://www.instagram.com/karunadu_trolls_videos
1708354588-1783,Vikku💖,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/47241535767.jpg,Comedy,46197.0,0.41%,7722.0,175.0,13.0,,,,,,https://www.instagram.com/sarcaxtic.vikku
1708354595-1784,http//:ShubhamSharma_ 👑,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2317577905.jpg,Comedy,46403.0,0.19%,1997.0,86.0,2.0,459000.0,141148.0,87120298.0,206.0,https://www.youtube.com/channel/UCW7FMRo8axbyBELCEMW0nFw,https://www.instagram.com/prankstershubhamsharma
1708354601-1785,PARTH | TDB 🦁,,Comedy,46406.0,15.26%,,6998.0,83.0,,,,,,https://www.instagram.com/thedesibhasha
1708354607-1786,REAL FOOLS,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8565926970.jpg,Comedy,46521.0,2.57%,23865.0,1183.0,10.0,2360000.0,23258842.0,429816331.0,30.0,https://www.youtube.com/channel/UCgDxHoam3RE7SX2HTSMqjlA,https://www.instagram.com/realfools
1708354614-1787,Vijayapura_haidan_memes,,Comedy,46847.0,0.01%,15799.0,3.0,1.0,,,,,,https://www.instagram.com/vijayapura_haidan_memes
1708354621-1788,Ada_deii_memes,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8634640516.jpg,Comedy,47171.0,3.37%,13447.0,1586.0,5.0,,,,,,https://www.instagram.com/ada_deii_memes_
1708354628-1789,Sayantani Pal,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7128361039.jpg,Comedy,47189.0,0.66%,5964.0,307.0,4.0,75900.0,55499.0,7271114.0,179.0,https://www.youtube.com/channel/UCPXXoz-e0SFOSrUuhoRTQUQ,https://www.instagram.com/08potato
1708354634-1790,evam Standup Tamasha,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1740554357.jpg,Comedy,47258.0,0.12%,6481.0,55.0,0.0,872000.0,221949.0,142835148.0,353.0,https://www.youtube.com/channel/UCY6S78uy7ViTx5-Wc029oqA,https://www.instagram.com/evamstanduptamasha
1708354641-1791,MEMES_GO8,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/35326796243.jpg,Comedy,47298.0,0.89%,6930.0,414.0,8.0,,,,,,https://www.instagram.com/memes_go8
1708354647-1792,I am SAMEER سمير,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3416639646.jpg,Comedy,47476.0,15.07%,60468.0,7079.0,76.0,170000.0,789964.0,25932261.0,307.0,https://www.youtube.com/channel/UCupwEWUpOTkLLob01guLgGw,https://www.instagram.com/warangal.hungama
1708354653-1793,""" THE CIVILIAN PRANKS """,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8248755345.jpg,Comedy,47595.0,0.20%,6657.0,92.0,0.0,411000.0,9010.0,768682.0,189.0,https://www.youtube.com/channel/UC3Kk5y_5wslx1jGHVx-YvmA,https://www.instagram.com/thecivilianpranks
1708354660-1794,ᴹᴿ⋆ꘘคнαᴅ,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4132347299.jpg,Comedy,47649.0,0.01%,14289.0,3.0,1.0,,,,,,https://www.instagram.com/bajaber_30
1708354666-1795,FOR THE LOVE OF PHYSICS,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/31249892869.jpg,Comedy,47684.0,1.61%,12608.0,762.0,3.0,,,,,,https://www.instagram.com/science_amour
1708354673-1796,Jp Yadav,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/34590484804.jpg,Comedy,47701.0,3.61%,26879.0,1703.0,17.0,860000.0,7342693.0,180217832.0,180.0,https://www.youtube.com/channel/UCyPU7hd2FXi27SeCSWK2PbQ,https://www.instagram.com/im_jp_yadav
1708354680-1797,Jaiyash Sharma.,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1159480155.jpg,Comedy,47918.0,17.22%,29752.0,7864.0,386.0,142000.0,10477057.0,54455725.0,428.0,https://www.youtube.com/channel/UChz1aLdEKySfndqxGJbxmlA,https://www.instagram.com/jaiyaxh
1708354687-1798,Gujarat,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/523250527.jpg,Comedy,48003.0,1.27%,18324.0,605.0,5.0,94200.0,282.0,176467.0,5.0,https://www.youtube.com/channel/UCgs1hVC_Mnc4yXk3cqK0HZA,https://www.instagram.com/gujaratpage
1708354694-1799,hot_memes_bollywood,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/49973903483.jpg,Comedy,48014.0,2.35%,63323.0,1059.0,67.0,,,,,,https://www.instagram.com/hot_memes_bollywood
1708354700-1800,𝔐𝔢𝔪𝔢𝔰𝔟𝔶𝔲𝔱𝔰𝔞𝔳,,Comedy,48185.0,2.48%,,1166.0,28.0,,,,,,https://www.instagram.com/memesbyutsav
1708354707-1801,Nashik Memes Official,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/28833899389.jpg,Comedy,48314.0,20.64%,69824.0,9947.0,22.0,,,,,,https://www.instagram.com/nashikmemesofficial
1708354713-1802,Sahithi 🦄,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7132113684.jpg,Comedy,48352.0,3.24%,51962.0,1545.0,19.0,,,,,,https://www.instagram.com/sahithi_sharma
1708354720-1803,Bhai Bhai,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3985553717.jpg,Comedy,48498.0,0.37%,5309.0,178.0,1.0,,,,,,https://www.instagram.com/bb_bhai_bhai
1708354726-1804,The Back Bencher,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48337683868.jpg,Comedy,48571.0,3.37%,31578.0,1623.0,11.0,,,,,,https://www.instagram.com/thebackbencherdays
1708354732-1805,jeet thakur,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2060539781.jpg,Comedy,48631.0,21.22%,188621.0,10202.0,115.0,,,,,,https://www.instagram.com/jeet_thakur_
1708354739-1806,Jagan Krishnan,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1666206669.jpg,Comedy,48851.0,0.39%,7417.0,182.0,7.0,,,,,,https://www.instagram.com/iamjaggenius
1708354746-1807,Vishnu Village Show,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/9263643009.jpg,Comedy,48859.0,2.23%,19773.0,1084.0,3.0,469000.0,273485.0,164848547.0,296.0,https://www.youtube.com/channel/UCt5Aev2wW2URUfEI8RGAZbQ,https://www.instagram.com/vishnu_village_show
1708354752-1808,Sai Village kidz,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/34162526457.jpg,Comedy,48888.0,1.84%,16703.0,894.0,4.0,,,,,,https://www.instagram.com/saivillagekidz
1708354758-1809,Arun Kapoor,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1572410787.jpg,Comedy,48997.0,0.09%,3180.0,41.0,0.0,28700.0,169201.0,5008497.0,425.0,https://www.youtube.com/channel/UCa3ZG1nblh3TeZZBpuhSUFQ,https://www.instagram.com/arun__kapoor_
1708354764-1810,jogmaya tiger,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/30174334605.jpg,Comedy,49042.0,7.13%,28093.0,3446.0,34.0,,,,,,https://www.instagram.com/jogmayatiger09
1708354770-1811,Fame Dila Doon,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/43569850905.jpg,Comedy,49193.0,0.01%,1287.0,3.0,4.0,,,,,,https://www.instagram.com/famediladoon
1708354777-1812,Memories😊 | Memes 😬 & More😎 (100k🎯),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48819196921.jpg,Comedy,49223.0,1.43%,18303.0,699.0,3.0,,,,,,https://www.instagram.com/school_life.memoriess
1708354783-1813,Farhana Muna (she/her),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/174310813.jpg,Comedy,49583.0,1.51%,15785.0,730.0,18.0,,,,,,https://www.instagram.com/farhanamuna
1708354788-1814,திருவண்ணாமலை பசங்க,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/15414643194.jpg,Comedy,49630.0,3.60%,43238.0,1754.0,30.0,,,,,,https://www.instagram.com/tiruvannamalai_pasanga
1708354802-1815,Aditi Malhotra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/335005725.jpg,Food & Drinks,47077.0,1.88%,4711.0,884.0,2.0,,,,,,https://www.instagram.com/ikreatepassions
1708354807-1816,Chef JP Singh,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1708931193.jpg,Food & Drinks,47086.0,1.73%,9159.0,805.0,7.0,,,,,,https://www.instagram.com/chef.jpsingh
1708354814-1817,chatora_panda,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/15210453671.jpg,Food & Drinks,47125.0,2.59%,33407.0,1192.0,28.0,,,,,,https://www.instagram.com/chatora_panda
1708354821-1818,Chhavi 🖤,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3080818935.jpg,Food & Drinks,47176.0,0.59%,6034.0,248.0,29.0,,,,,,https://www.instagram.com/dillifoodstuck
1708354827-1819,Maneet Tuteja,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2000155884.jpg,Food & Drinks,47208.0,0.06%,1568.0,27.0,2.0,,,,,,https://www.instagram.com/foodiewithluv
1708354833-1820,Shagun Sweets Ghaziabad,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/18593660229.jpg,Food & Drinks,47270.0,0.26%,55943.0,120.0,0.0,,,,,,https://www.instagram.com/shagunsweetsofficial
1708354840-1821,Harshita Aggarwal | Masterchef IND S6,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/528575077.jpg,Food & Drinks,47304.0,0.32%,19027.0,145.0,6.0,,,,,,https://www.instagram.com/harshita.masterchef
1708354846-1822,Aanchal Cooks || Food Blogger,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/50451926843.jpg,Food & Drinks,47360.0,3.01%,17124.0,1423.0,3.0,,,,,,https://www.instagram.com/foodsans
1708354852-1823,Neha Ashok Gupta,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1564483874.jpg,Food & Drinks,47499.0,1.75%,1513.0,818.0,10.0,,,,,,https://www.instagram.com/nehagupta.cybrotechs
1708354859-1824,Souvik Dey | Kolkata Blogger,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/23909614699.jpg,Food & Drinks,47585.0,0.60%,8338.0,278.0,7.0,,,,,,https://www.instagram.com/wegothungry_
1708354866-1825,Aruna Bansal,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/545032816.jpg,Food & Drinks,47639.0,0.17%,2140.0,76.0,5.0,,,,,,https://www.instagram.com/foodiearuna
1708354872-1826,Ashwani 🧿,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6025600572.jpg,Food & Drinks,47685.0,0.97%,25281.0,453.0,7.0,,,,,,https://www.instagram.com/delhi_streets_food
1708354879-1827,N I L E S H   S I N G H,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/469123371.jpg,Food & Drinks,47707.0,0.04%,2886.0,14.0,3.0,,,,,,https://www.instagram.com/foodencounterer
1708354885-1828,Shalini Gupta,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/568932216.jpg,Food & Drinks,47752.0,2.78%,5610.0,1321.0,5.0,,,,,,https://www.instagram.com/baketitude
1708354892-1829,Anu Joseph,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7870657157.jpg,Food & Drinks,47802.0,0.73%,11134.0,339.0,10.0,500000.0,217835.0,60946304.0,134.0,https://www.youtube.com/channel/UCh3A8yBYpXHETFgxmpzey2g,https://www.instagram.com/anususamajoseph
1708354898-1830,Vlogger|Foodie|Handora😛,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/26050551943.jpg,Food & Drinks,47911.0,0.97%,12002.0,462.0,1.0,,,,,,https://www.instagram.com/the._.bigfoodie
1708354905-1831,Megha Kwatra Madan / Studio CakeO’Luv🇮🇳,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/419212195.jpg,Food & Drinks,47926.0,0.43%,10232.0,180.0,25.0,,,,,,https://www.instagram.com/megha_kwatra_madan
1708354911-1832,Nazia Jawwad,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/216931046.jpg,Food & Drinks,47995.0,1.64%,12580.0,727.0,44.0,,,,,,https://www.instagram.com/naziajawwad
1708354918-1833,Naina Dsouza,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/892361309.jpg,Food & Drinks,48019.0,0.08%,1830.0,39.0,1.0,,,,,,https://www.instagram.com/the.hungry.woman
1708354925-1834,Mansi Rathi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4011057071.jpg,Food & Drinks,48079.0,0.99%,14099.0,471.0,4.0,,,,,,https://www.instagram.com/_pizzandpie_
1708354931-1835,Living Food,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6909648616.jpg,Food & Drinks,48151.0,0.06%,9257.0,30.0,1.0,,,,,,https://www.instagram.com/livingfood.co
1708354937-1836,Nashik Food Blogger | Nilesh Birla 🤩,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/43633292549.jpg,Food & Drinks,48251.0,7.14%,76462.0,3425.0,17.0,48800.0,957754.0,21486532.0,340.0,https://www.youtube.com/channel/UCOz9jjgwGRxvQ94DgaG1cNg,https://www.instagram.com/curiositypoint_
1708354943-1837,platesezubantak | Harshit,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45192007068.jpg,Food & Drinks,48252.0,0.45%,12406.0,210.0,5.0,,,,,,https://www.instagram.com/plate_se_zuban_tak
1708354950-1838,Rolling Sirrr,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5335363549.jpg,Food & Drinks,48422.0,1.22%,24311.0,590.0,2.0,,,,,,https://www.instagram.com/rollingsirrr
1708354956-1839,S. Harshita ✨🇮🇳,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/33439039515.jpg,Food & Drinks,48424.0,0.06%,3203.0,3.0,27.0,,,,,,https://www.instagram.com/harshis__foodacity
1708354963-1840,DINE WITH A.M.,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2257438560.jpg,Food & Drinks,48431.0,0.67%,,303.0,20.0,,,,,,https://www.instagram.com/dine_with_am
1708354969-1841,Desi Foodbie,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5868978637.jpg,Food & Drinks,48524.0,0.49%,10033.0,235.0,2.0,,,,,,https://www.instagram.com/desi.foodbie
1708354975-1842,Sagar Jha,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48385121486.jpg,Food & Drinks,48654.0,0.23%,3775.0,84.0,30.0,,,,,,https://www.instagram.com/feelfoodie_00
1708354982-1843,BOMBAY KA BLOGGER,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/27497975451.jpg,Food & Drinks,48751.0,1.04%,9694.0,501.0,4.0,,,,,,https://www.instagram.com/thebombayexplorer_
1708354988-1844,Akshat Mishra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/37596425599.jpg,Food & Drinks,48928.0,0.27%,12584.0,108.0,21.0,,,,,,https://www.instagram.com/the.inspiring.foodie
1708354995-1845,Tejas Shah (food | Lifestyle),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7529253326.jpg,Food & Drinks,48962.0,1.25%,28033.0,607.0,6.0,,,,,,https://www.instagram.com/foodiefirewall
1708355001-1846,𝗔𝗔𝗦𝗛𝗜𝗥𝗩𝗔𝗔𝗗,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8687785939.jpg,Food & Drinks,49013.0,1.10%,138019.0,428.0,113.0,222000.0,3176829.0,219799872.0,778.0,https://www.youtube.com/channel/UCcHPrzIwetYmet820JQZ6-Q,https://www.instagram.com/aashirvaad
1708355008-1847,MyTasteTest,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/267424754.jpg,Food & Drinks,49023.0,0.07%,1905.0,35.0,1.0,,,,,,https://www.instagram.com/mytastetest
1708355014-1848,Ahteshaam(wheres_the_fo0d),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/592040976.jpg,Food & Drinks,49035.0,0.23%,1565.0,84.0,28.0,,,,,,https://www.instagram.com/iamahteshaam
